yourlist:M202109254ABAA9BC7178C81CEBC9459510EDDEA3208C12P,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
hsa:1312,P21964,COMT_HUMAN,reviewed,Catechol O-methyltransferase (EC 2.1.1.6),COMT,Homo sapiens (Human),271
hsa:1312,A0A140VJG8,A0A140VJG8_HUMAN,unreviewed,Catechol O-methyltransferase (EC 2.1.1.6),,Homo sapiens (Human),271
hsa:131669,Q96N76,HUTU_HUMAN,reviewed,Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase),UROC1,Homo sapiens (Human),676
hsa:131870,Q96DE0,NUD16_HUMAN,reviewed,U8 snoRNA-decapping enzyme (EC 3.6.1.62) (IDP phosphatase) (IDPase) (EC 3.6.1.64) (Inosine diphosphate phosphatase) (Nucleoside diphosphate-linked moiety X motif 16) (Nudix motif 16) (Nudix hydrolase 16) (U8 snoRNA-binding protein H29K) (m7GpppN-mRNA hydrolase),NUDT16,Homo sapiens (Human),195
hsa:132,P55263,ADK_HUMAN,reviewed,Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase),ADK,Homo sapiens (Human),362
hsa:132158,Q8IVS8,GLCTK_HUMAN,reviewed,Glycerate kinase (EC 2.7.1.31) (HBeAg-binding protein 4),GLYCTK HBEBP4 LP5910,Homo sapiens (Human),523
hsa:132158,A1LQE8,A1LQE8_HUMAN,unreviewed,Glycerate kinase (EC 2.7.1.31),GLYCTK hCG_42582,Homo sapiens (Human),523
hsa:1327,P13073,COX41_HUMAN,reviewed,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",COX4I1 COX4,Homo sapiens (Human),169
hsa:1327,Q86WV2,Q86WV2_HUMAN,unreviewed,"COX4I1 protein (Cytochrome c oxidase subunit 4 isoform 1, mitochondrial)",COX4I1,Homo sapiens (Human),83
hsa:132789,Q8TDQ7,GNPI2_HUMAN,reviewed,Glucosamine-6-phosphate isomerase 2 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 2) (GNPDA 2) (GlcN6P deaminase 2) (Glucosamine-6-phosphate isomerase SB52),GNPDA2 GNP2,Homo sapiens (Human),276
hsa:132789,A0A024R9X5,A0A024R9X5_HUMAN,unreviewed,Glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase),GNPDA2 hCG_32909,Homo sapiens (Human),276
hsa:1329,P10606,COX5B_HUMAN,reviewed,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)",COX5B,Homo sapiens (Human),129
hsa:1329,A0A384NL93,A0A384NL93_HUMAN,unreviewed,"Cytochrome c oxidase polypeptide Vb (Cytochrome c oxidase subunit 5B, mitochondrial)",,Homo sapiens (Human),129
hsa:1337,P12074,CX6A1_HUMAN,reviewed,"Cytochrome c oxidase subunit 6A1, mitochondrial (Cytochrome c oxidase polypeptide VIa-liver) (Cytochrome c oxidase subunit VIA-liver) (COX VIa-L)",COX6A1 COX6AL,Homo sapiens (Human),109
hsa:1337,H6SG15,H6SG15_HUMAN,unreviewed,Cytochrome c oxidase subunit (Cytochrome c oxidase polypeptide VIa),COX6A1,Homo sapiens (Human),109
hsa:1339,Q02221,CX6A2_HUMAN,reviewed,"Cytochrome c oxidase subunit 6A2, mitochondrial (Cytochrome c oxidase polypeptide VIa-heart) (COXVIAH) (Cytochrome c oxidase subunit VIA-muscle) (COX VIa-M)",COX6A2 COX6A COX6AH,Homo sapiens (Human),97
hsa:1340,P14854,CX6B1_HUMAN,reviewed,Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1),COX6B1 COX6B,Homo sapiens (Human),86
hsa:134147,Q96DG6,CMBL_HUMAN,reviewed,Carboxymethylenebutenolidase homolog (EC 3.1.-.-),CMBL,Homo sapiens (Human),245
hsa:1345,P09669,COX6C_HUMAN,reviewed,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),COX6C,Homo sapiens (Human),75
hsa:1345,A0A024R9B7,A0A024R9B7_HUMAN,unreviewed,Cytochrome c oxidase polypeptide VIc (Cytochrome c oxidase subunit 6C),COX6C hCG_1781497,Homo sapiens (Human),75
hsa:134526,Q8WYK0,ACO12_HUMAN,reviewed,Acetyl-coenzyme A thioesterase (EC 3.1.2.1) (Acyl-CoA thioester hydrolase 12) (Acyl-coenzyme A thioesterase 12) (Acyl-CoA thioesterase 12) (Cytoplasmic acetyl-CoA hydrolase 1) (CACH-1) (hCACH-1) (START domain-containing protein 15) (StARD15),ACOT12 CACH CACH1 STARD15,Homo sapiens (Human),555
hsa:1346,P24310,CX7A1_HUMAN,reviewed,"Cytochrome c oxidase subunit 7A1, mitochondrial (Cytochrome c oxidase subunit VIIa-heart) (Cytochrome c oxidase subunit VIIa-H) (Cytochrome c oxidase subunit VIIa-muscle) (Cytochrome c oxidase subunit VIIa-M)",COX7A1 COX7AH,Homo sapiens (Human),79
hsa:1346,Q6FGI7,Q6FGI7_HUMAN,unreviewed,"COX7A1 protein (Cytochrome c oxidase subunit VIIa polypeptide 1 (Muscle)) (cDNA, FLJ92372, Homo sapiens cytochrome c oxidase subunit VIIa polypeptide 1(muscle) (COX7A1), mRNA)",COX7A1,Homo sapiens (Human),79
hsa:1347,P14406,CX7A2_HUMAN,reviewed,"Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa-liver/heart) (Cytochrome c oxidase subunit VIIa-L) (Cytochrome c oxidase subunit VIIaL)",COX7A2 COX7AL,Homo sapiens (Human),83
hsa:1347,H0UI06,H0UI06_HUMAN,unreviewed,"Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa polypeptide 2) (Cytochrome c oxidase subunit VIIa polypeptide 2 (Liver), isoform CRA_a)",COX7A2 hCG_17987,Homo sapiens (Human),115
hsa:1349,P24311,COX7B_HUMAN,reviewed,"Cytochrome c oxidase subunit 7B, mitochondrial (Cytochrome c oxidase polypeptide VIIb)",COX7B,Homo sapiens (Human),80
hsa:1350,P15954,COX7C_HUMAN,reviewed,"Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIc)",COX7C,Homo sapiens (Human),63
hsa:1351,P10176,COX8A_HUMAN,reviewed,"Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)",COX8A COX8 COX8L,Homo sapiens (Human),69
hsa:1351,Q53XN1,Q53XN1_HUMAN,unreviewed,"COX8 protein (Cytochrome c oxidase subunit 8A (Ubiquitous)) (Cytochrome c oxidase subunit VIII) (cDNA, FLJ92201, Homo sapiens cytochrome c oxidase subunit VIII (COX8), mRNA)",COX8 COX8A hCG_27157,Homo sapiens (Human),69
hsa:135152,Q9NPZ5,B3GA2_HUMAN,reviewed,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 2) (GlcAT-D) (UDP-glucuronosyltransferase S) (GlcAT-S) (Glucuronosyltransferase S)",B3GAT2 GLCATS KIAA1963,Homo sapiens (Human),323
hsa:1353,Q9Y6N1,COX11_HUMAN,reviewed,"Cytochrome c oxidase assembly protein COX11, mitochondrial",COX11,Homo sapiens (Human),276
hsa:1353,B4DEY8,B4DEY8_HUMAN,unreviewed,"cDNA FLJ60452, highly similar to Cytochrome c oxidase assembly protein COX11, mitochondrial",,Homo sapiens (Human),171
hsa:1373,P31327,CPSM_HUMAN,reviewed,"Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)",CPS1,Homo sapiens (Human),1500
hsa:1373,Q6PEK7,Q6PEK7_HUMAN,unreviewed,CPS1 protein,,Homo sapiens (Human),70
hsa:137362,Q8NHS2,AATC2_HUMAN,reviewed,"Putative aspartate aminotransferase, cytoplasmic 2 (EC 2.6.1.1) (Glutamate oxaloacetate transaminase 1-like protein 1) (Transaminase A-like protein 1)",GOT1L1,Homo sapiens (Human),421
hsa:137964,Q86UL3,GPAT4_HUMAN,reviewed,Glycerol-3-phosphate acyltransferase 4 (EC 2.3.1.15) (1-acylglycerol-3-phosphate O-acyltransferase 6) (1-AGP acyltransferase 6) (1-AGPAT 6) (Acyl-CoA:glycerol-3-phosphate acyltransferase 4) (Lysophosphatidic acid acyltransferase zeta) (LPAAT-zeta) (Testis spermatogenesis apoptosis-related protein 7) (TSARG7),GPAT4 AGPAT6 TSARG7 UNQ551/PRO1108,Homo sapiens (Human),456
hsa:138050,Q68CP4,HGNAT_HUMAN,reviewed,Heparan-alpha-glucosaminide N-acetyltransferase (EC 2.3.1.78) (Transmembrane protein 76),HGSNAT TMEM76,Homo sapiens (Human),663
hsa:138050,Q8IVU6,Q8IVU6_HUMAN,unreviewed,HGSNAT protein (Fragment),HGSNAT,Homo sapiens (Human),219
hsa:138199,Q8N4J0,CARME_HUMAN,reviewed,Carnosine N-methyltransferase (EC 2.1.1.22),CARNMT1 C9orf41,Homo sapiens (Human),409
hsa:138429,Q5T9C9,PI5L1_HUMAN,reviewed,Phosphatidylinositol 4-phosphate 5-kinase-like protein 1 (PI(4)P 5-kinase-like protein 1) (PtdIns(4)P-5-kinase-like protein 1) (EC 2.7.1.68),PIP5KL1,Homo sapiens (Human),394
hsa:139189,Q5KSL6,DGKK_HUMAN,reviewed,Diacylglycerol kinase kappa (DAG kinase kappa) (DGK-kappa) (EC 2.7.1.107) (142 kDa diacylglycerol kinase) (Diglyceride kinase kappa),DGKK,Homo sapiens (Human),1271
hsa:140838,Q8TBE9,NANP_HUMAN,reviewed,N-acylneuraminate-9-phosphatase (EC 3.1.3.29) (Haloacid dehalogenase-like hydrolase domain-containing protein 4) (Neu5Ac-9-Pase),NANP C20orf147 HDHD4,Homo sapiens (Human),248
hsa:142827,Q6P461,ACSM6_HUMAN,reviewed,"Acyl-coenzyme A synthetase ACSM6, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 6)",ACSM6 C10orf129,Homo sapiens (Human),480
hsa:1431,O75390,CISY_HUMAN,reviewed,"Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)",CS,Homo sapiens (Human),466
hsa:1431,A0A024RB75,A0A024RB75_HUMAN,unreviewed,Citrate synthase,CS hCG_2016169,Homo sapiens (Human),466
hsa:144193,Q96NU7,HUTI_HUMAN,reviewed,Probable imidazolonepropionase (EC 3.5.2.7) (Amidohydrolase domain-containing protein 1),AMDHD1 HMFT1272,Homo sapiens (Human),426
hsa:144193,B3KVC5,B3KVC5_HUMAN,unreviewed,Amidohydrolase domain-containing protein 1 (EC 3.5.2.7) (Probable imidazolonepropionase),,Homo sapiens (Human),426
hsa:144245,Q5I7T1,AG10B_HUMAN,reviewed,"Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-B) (Asparagine-linked glycosylation protein 10 homolog B) (Potassium channel regulator 1)",ALG10B KCR1,Homo sapiens (Human),473
hsa:146664,Q3V5L5,MGT5B_HUMAN,reviewed,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B (EC 2.4.1.-) (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase B) (GlcNAc-T Vb) (GNT-Vb) (hGnTVb) (Mannoside acetylglucosaminyltransferase 5B) (N-acetylglucosaminyl-transferase Vb) (N-acetylglucosaminyltransferase IX) (GNT-IX)",MGAT5B KIAA2008,Homo sapiens (Human),792
hsa:148789,Q8NCR0,B3GL2_HUMAN,reviewed,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2 (Beta-1,3-GalNAc-T2) (EC 2.4.1.313) (Beta-1,3-N-acetylgalactosaminyltransferase II)",B3GALNT2,Homo sapiens (Human),500
hsa:1491,P32929,CGL_HUMAN,reviewed,Cystathionine gamma-lyase (EC 4.4.1.1) (Cysteine-protein sulfhydrase) (Gamma-cystathionase),CTH,Homo sapiens (Human),405
hsa:15,Q16613,SNAT_HUMAN,reviewed,Serotonin N-acetyltransferase (Serotonin acetylase) (EC 2.3.1.87) (Aralkylamine N-acetyltransferase) (AA-NAT),AANAT SNAT,Homo sapiens (Human),207
hsa:15,F1T0I5,F1T0I5_HUMAN,unreviewed,Arylalkylamine N-acetyltransferase (Serotonin N-acetyltransferase),AANAT hCG_30892,Homo sapiens (Human),207
hsa:150572,Q8NB12,SMYD1_HUMAN,reviewed,Histone-lysine N-methyltransferase SMYD1 (EC 2.1.1.354) (SET and MYND domain-containing protein 1),SMYD1,Homo sapiens (Human),490
hsa:150572,Q5HYE8,Q5HYE8_HUMAN,unreviewed,Uncharacterized protein DKFZp313O0925,DKFZp313O0925,Homo sapiens (Human),490
hsa:150763,Q6NUI2,GPAT2_HUMAN,reviewed,"Glycerol-3-phosphate acyltransferase 2, mitochondrial (GPAT-2) (EC 2.3.1.15) (1-acylglycerol-3-phosphate O-acyltransferase GPAT2) (EC 2.3.1.51) (xGPAT1)",GPAT2,Homo sapiens (Human),795
hsa:151531,O95045,UPP2_HUMAN,reviewed,Uridine phosphorylase 2 (UPase 2) (UrdPase 2) (EC 2.4.2.3),UPP2,Homo sapiens (Human),317
hsa:151531,A0A0S2Z634,A0A0S2Z634_HUMAN,unreviewed,Uridine phosphorylase (EC 2.4.2.3) (Fragment),UPP2,Homo sapiens (Human),317
hsa:152586,A6NG13,MGT4D_HUMAN,reviewed,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D (N-acetylglucosaminyltransferase MGAT1 inhibitory protein) (GlcNAcT-I inhibitory protein) (GnT1IP)",MGAT4D,Homo sapiens (Human),374
hsa:1537,P08574,CY1_HUMAN,reviewed,"Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)",CYC1,Homo sapiens (Human),325
hsa:154141,Q6ZNC8,MBOA1_HUMAN,reviewed,Lysophospholipid acyltransferase 1 (LPLAT 1) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase MBOAT1) (EC 2.3.1.n6) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 1) (O-acyltransferase domain-containing protein 1),MBOAT1 OACT1,Homo sapiens (Human),495
hsa:1543,P04798,CP1A1_HUMAN,reviewed,Cytochrome P450 1A1 (CYPIA1) (EC 1.14.14.1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152),CYP1A1,Homo sapiens (Human),512
hsa:1543,A0N0X8,A0N0X8_HUMAN,unreviewed,Hydroperoxy icosatetraenoate dehydratase (EC 1.14.14.1) (EC 4.2.1.152),CYP1A1 hCG_40803,Homo sapiens (Human),512
hsa:1544,P05177,CP1A2_HUMAN,reviewed,Cytochrome P450 1A2 (EC 1.14.14.1) (CYPIA2) (Cholesterol 25-hydroxylase) (Cytochrome P(3)450) (Cytochrome P450 4) (Cytochrome P450-P3) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152),CYP1A2,Homo sapiens (Human),516
hsa:1548,P11509,CP2A6_HUMAN,reviewed,"Cytochrome P450 2A6 (EC 1.14.13.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIA6) (Coumarin 7-hydroxylase) (Cytochrome P450 IIA3) (Cytochrome P450(I))",CYP2A6 CYP2A3,Homo sapiens (Human),494
hsa:1549,P20853,CP2A7_HUMAN,reviewed,Cytochrome P450 2A7 (EC 1.14.14.1) (CYPIIA7) (Cytochrome P450 IIA4),CYP2A7,Homo sapiens (Human),494
hsa:155066,Q8NHE4,VA0E2_HUMAN,reviewed,V-type proton ATPase subunit e 2 (V-ATPase subunit e 2) (Lysosomal 9 kDa H(+)-transporting ATPase V0 subunit e2) (Vacuolar proton pump subunit e 2),ATP6V0E2 ATP6V0E2L C7orf32,Homo sapiens (Human),81
"hsa:100861540,hsa:1551",P24462,CP3A7_HUMAN,reviewed,Cytochrome P450 3A7 (EC 1.14.14.1) (CYPIIIA7) (Cytochrome P450-HFLA) (P450HLp2),CYP3A7,Homo sapiens (Human),503
hsa:1555,P20813,CP2B6_HUMAN,reviewed,"Cytochrome P450 2B6 (EC 1.14.13.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIB6) (Cytochrome P450 IIB1)",CYP2B6,Homo sapiens (Human),491
hsa:1557,P33261,CP2CJ_HUMAN,reviewed,Cytochrome P450 2C19 (EC 1.14.14.1) ((R)-limonene 6-monooxygenase) (EC 1.14.14.53) ((S)-limonene 6-monooxygenase) (EC 1.14.14.51) ((S)-limonene 7-monooxygenase) (EC 1.14.14.52) (CYPIIC17) (CYPIIC19) (Cytochrome P450-11A) (Cytochrome P450-254C) (Fenbendazole monooxygenase (4'-hydroxylating)) (EC 1.14.14.75) (Mephenytoin 4-hydroxylase),CYP2C19,Homo sapiens (Human),490
hsa:1558,P10632,CP2C8_HUMAN,reviewed,Cytochrome P450 2C8 (EC 1.14.14.1) (CYPIIC8) (Cytochrome P450 IIC2) (Cytochrome P450 MP-12) (Cytochrome P450 MP-20) (Cytochrome P450 form 1) (S-mephenytoin 4-hydroxylase),CYP2C8,Homo sapiens (Human),490
hsa:1559,P11712,CP2C9_HUMAN,reviewed,Cytochrome P450 2C9 (EC 1.14.14.1) ((R)-limonene 6-monooxygenase) (EC 1.14.14.53) ((S)-limonene 6-monooxygenase) (EC 1.14.14.51) ((S)-limonene 7-monooxygenase) (EC 1.14.14.52) (CYPIIC9) (Cholesterol 25-hydroxylase) (Cytochrome P-450MP) (Cytochrome P450 MP-4) (Cytochrome P450 MP-8) (Cytochrome P450 PB-1) (S-mephenytoin 4-hydroxylase),CYP2C9 CYP2C10,Homo sapiens (Human),490
hsa:1559,S5RV20,S5RV20_HUMAN,unreviewed,Cytochrome P450 family 2 subfamily C polypeptide 9,CYP2C9,Homo sapiens (Human),490
hsa:1562,P33260,CP2CI_HUMAN,reviewed,Cytochrome P450 2C18 (EC 1.14.14.1) (CYPIIC18) (Cytochrome P450-6b/29c),CYP2C18,Homo sapiens (Human),490
hsa:1562,Q7Z348,Q7Z348_HUMAN,unreviewed,Uncharacterized protein DKFZp686I24235 (Fragment),DKFZp686I24235,Homo sapiens (Human),310
hsa:1571,P05181,CP2E1_HUMAN,reviewed,Cytochrome P450 2E1 (EC 1.14.14.1) (4-nitrophenol 2-hydroxylase) (EC 1.14.13.n7) (CYPIIE1) (Cytochrome P450-J),CYP2E1 CYP2E,Homo sapiens (Human),493
hsa:1573,P51589,CP2J2_HUMAN,reviewed,Cytochrome P450 2J2 (EC 1.14.14.-) (Albendazole monooxygenase (hydroxylating)) (EC 1.14.14.74) (Albendazole monooxygenase (sulfoxide-forming)) (EC 1.14.14.73) (Arachidonic acid epoxygenase) (CYPIIJ2) (Hydroperoxy icosatetraenoate isomerase) (EC 5.4.4.7),CYP2J2,Homo sapiens (Human),502
hsa:157506,Q8IZV5,RDH10_HUMAN,reviewed,Retinol dehydrogenase 10 (EC 1.1.1.300) (Short chain dehydrogenase/reductase family 16C member 4),RDH10 SDR16C4 UNQ9375/PRO34191,Homo sapiens (Human),341
hsa:157506,A0A024R7X6,A0A024R7X6_HUMAN,unreviewed,NADP-retinol dehydrogenase (EC 1.1.1.300),RDH10 hCG_19185,Homo sapiens (Human),341
hsa:1576,P08684,CP3A4_HUMAN,reviewed,"Cytochrome P450 3A4 (EC 1.14.14.1) (1,4-cineole 2-exo-monooxygenase) (1,8-cineole 2-exo-monooxygenase) (EC 1.14.14.56) (Albendazole monooxygenase (sulfoxide-forming)) (EC 1.14.14.73) (Albendazole sulfoxidase) (CYPIIIA3) (CYPIIIA4) (Cholesterol 25-hydroxylase) (Cytochrome P450 3A3) (Cytochrome P450 HLp) (Cytochrome P450 NF-25) (Cytochrome P450-PCN1) (Nifedipine oxidase) (Quinine 3-monooxygenase) (EC 1.14.14.55)",CYP3A4 CYP3A3,Homo sapiens (Human),503
hsa:1576,Q6GRK0,Q6GRK0_HUMAN,unreviewed,"Cytochrome P450 family 3 subfamily A polypeptide 4 (Cytochrome P450, family 3, subfamily A, polypeptide 4) (Cytochrome P450, family 3, subfamily A, polypeptide 4, isoform CRA_a) (Cytochrome P450, subfamily IIIA, polypeptide 4) (cDNA, FLJ93427, Homo sapiens cytochrome P450, family 3, subfamily A, polypeptide 4(CYP3A4), transcript variant 1, mRNA)",CYP3A4 hCG_17094 tcag7.603,Homo sapiens (Human),503
hsa:1577,P20815,CP3A5_HUMAN,reviewed,Cytochrome P450 3A5 (EC 1.14.14.1) (CYPIIIA5) (Cytochrome P450-PCN3),CYP3A5,Homo sapiens (Human),502
hsa:1581,P22680,CP7A1_HUMAN,reviewed,Cytochrome P450 7A1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (CYPVII) (Cholesterol 7-alpha-hydroxylase) (Cholesterol 7-alpha-monooxygenase) (EC 1.14.14.23),CYP7A1 CYP7,Homo sapiens (Human),504
hsa:1582,Q9UNU6,CP8B1_HUMAN,reviewed,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase (EC 1.14.14.139) (7-alpha-hydroxy-4-cholesten-3-one 12-alpha-hydroxylase) (CYPVIIIB1) (Cytochrome P450 8B1) (Sterol 12-alpha-hydroxylase),CYP8B1 CYP12,Homo sapiens (Human),501
hsa:1583,P05108,CP11A_HUMAN,reviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (CYPXIA1) (Cholesterol desmolase) (Cytochrome P450 11A1) (Cytochrome P450(scc))",CYP11A1 CYP11A,Homo sapiens (Human),521
hsa:1583,A0A0S2Z3R3,A0A0S2Z3R3_HUMAN,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase) (Fragment)",CYP11A1,Homo sapiens (Human),521
hsa:1584,P15538,C11B1_HUMAN,reviewed,"Cytochrome P450 11B1, mitochondrial (CYPXIB1) (Cytochrome P-450c11) (Cytochrome P450C11) (Steroid 11-beta-hydroxylase, CYP11B1) (EC 1.14.15.4)",CYP11B1 S11BH,Homo sapiens (Human),503
hsa:1584,Q8TDD0,Q8TDD0_HUMAN,unreviewed,Steroid 11-beta-monooxygenase (EC 1.14.15.4),,Homo sapiens (Human),503
hsa:1585,P19099,C11B2_HUMAN,reviewed,"Cytochrome P450 11B2, mitochondrial (Aldosterone synthase) (ALDOS) (Aldosterone-synthesizing enzyme) (CYPXIB2) (Corticosterone 18-monooxygenase, CYP11B2) (EC 1.14.15.5) (Cytochrome P-450Aldo) (Cytochrome P-450C18) (Steroid 11-beta-hydroxylase, CYP11B2) (EC 1.14.15.4) (Steroid 18-hydroxylase)",CYP11B2,Homo sapiens (Human),503
hsa:1586,P05093,CP17A_HUMAN,reviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (17-alpha-hydroxyprogesterone aldolase) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17) (Steroid 17-alpha-monooxygenase)",CYP17A1 CYP17 S17AH,Homo sapiens (Human),508
hsa:1586,Q1HB44,Q1HB44_HUMAN,unreviewed,"Cytochrome P450, family 17, subfamily A, polypeptide 1 (cDNA FLJ78498, highly similar to Homo sapiens cytochrome P450, family 17, subfamily A, polypeptide 1 (CYP17A1), mRNA)",CYP17A1 hCG_22577,Homo sapiens (Human),508
hsa:1588,P11511,CP19A_HUMAN,reviewed,Aromatase (EC 1.14.14.14) (CYPXIX) (Cytochrome P-450AROM) (Cytochrome P450 19A1) (Estrogen synthase),CYP19A1 ARO1 CYAR CYP19,Homo sapiens (Human),503
hsa:1588,A0A024R5S8,A0A024R5S8_HUMAN,unreviewed,"Cytochrome P450, family 19, subfamily A, polypeptide 1, isoform CRA_a",CYP19A1 hCG_39857,Homo sapiens (Human),503
hsa:1588,Q8IYG4,Q8IYG4_HUMAN,unreviewed,"Cytochrome P450, family 19, subfamily A, polypeptide 1",CYP19A1,Homo sapiens (Human),503
hsa:1588,Q8TCA4,Q8TCA4_HUMAN,unreviewed,CYP19A1 protein,,Homo sapiens (Human),181
hsa:1589,P08686,CP21A_HUMAN,reviewed,Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21) (Cytochrome P450-C21B),CYP21A2 CYP21 CYP21B,Homo sapiens (Human),494
hsa:1589,Q08AG9,Q08AG9_HUMAN,unreviewed,"Cytochrome P450, family 21, subfamily A, polypeptide 2",CYP21A2,Homo sapiens (Human),495
hsa:1589,Q16874,Q16874_HUMAN,unreviewed,"Cytochrome P450 21-hydroxylase (Cytochrome P450, family 21, subfamily A, polypeptide 2, isoform CRA_b) (DJ34F7.3 (Cytochrome P450, subfamily XXIA (Steroid 21-hydroxylase, congenital adrenal hyperplasia), polypeptide 2 (CYP21, P450c21B))) (Steroid 21-hydroxylase) (cDNA, FLJ95495, Homo sapiens cytochrome P450, family 21, subfamily A, polypeptide 2(CYP21A2), mRNA)",CYP21A2 CYP21B P450-CYP21B hCG_1999926,Homo sapiens (Human),495
hsa:1591,Q07973,CP24A_HUMAN,reviewed,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial (24-OHase) (Vitamin D(3) 24-hydroxylase) (EC 1.14.15.16) (Cytochrome P450 24A1) (Cytochrome P450-CC24)",CYP24A1 CYP24,Homo sapiens (Human),514
hsa:1592,O43174,CP26A_HUMAN,reviewed,Cytochrome P450 26A1 (EC 1.14.13.-) (Cytochrome P450 retinoic acid-inactivating 1) (Cytochrome P450RAI) (hP450RAI) (Retinoic acid 4-hydroxylase) (Retinoic acid-metabolizing cytochrome),CYP26A1 CYP26 P450RAI1,Homo sapiens (Human),497
hsa:1593,Q02318,CP27A_HUMAN,reviewed,"Sterol 26-hydroxylase, mitochondrial (EC 1.14.15.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 26-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)",CYP27A1 CYP27,Homo sapiens (Human),531
hsa:1594,O15528,CP27B_HUMAN,reviewed,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial (EC 1.14.15.18) (25-OHD-1 alpha-hydroxylase) (25-hydroxyvitamin D(3) 1-alpha-hydroxylase) (VD3 1A hydroxylase) (Calcidiol 1-monooxygenase) (Cytochrome P450 subfamily XXVIIB polypeptide 1) (Cytochrome P450C1 alpha) (Cytochrome P450VD1-alpha) (Cytochrome p450 27B1)",CYP27B1 CYP1ALPHA CYP27B,Homo sapiens (Human),508
hsa:1595,Q16850,CP51A_HUMAN,reviewed,Lanosterol 14-alpha demethylase (LDM) (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P45014DM) (Cytochrome P450LI) (Sterol 14-alpha demethylase),CYP51A1 CYP51,Homo sapiens (Human),503
